;BTC-USD
27/07/2017;2671.780029296875
28/07/2017;2809.010009765625
29/07/2017;2726.449951171875
30/07/2017;2757.179931640625
31/07/2017;2875.340087890625
01/08/2017;2718.260009765625
02/08/2017;2710.669921875
03/08/2017;2804.72998046875
04/08/2017;2895.889892578125
05/08/2017;3252.909912109375
06/08/2017;3213.93994140625
07/08/2017;3378.93994140625
08/08/2017;3419.93994140625
09/08/2017;3342.469970703125
10/08/2017;3381.280029296875
11/08/2017;3650.6201171875
12/08/2017;3884.7099609375
13/08/2017;4073.260009765625
14/08/2017;4325.1298828125
15/08/2017;4181.93017578125
16/08/2017;4376.6298828125
17/08/2017;4331.68994140625
18/08/2017;4160.6201171875
19/08/2017;4193.7001953125
20/08/2017;4087.659912109375
21/08/2017;4001.739990234375
22/08/2017;4100.52001953125
23/08/2017;4151.52001953125
24/08/2017;4334.68017578125
25/08/2017;4371.60009765625
26/08/2017;4352.39990234375
27/08/2017;4382.8798828125
28/08/2017;4382.66015625
29/08/2017;4579.02001953125
30/08/2017;4565.2998046875
31/08/2017;4703.39013671875
01/09/2017;4892.009765625
02/09/2017;4578.77001953125
03/09/2017;4582.9599609375
04/09/2017;4236.31005859375
05/09/2017;4376.52978515625
06/09/2017;4597.1201171875
07/09/2017;4599.8798828125
08/09/2017;4228.75
09/09/2017;4226.06005859375
10/09/2017;4122.93994140625
11/09/2017;4161.27001953125
12/09/2017;4130.81005859375
13/09/2017;3882.590087890625
14/09/2017;3154.949951171875
15/09/2017;3637.52001953125
16/09/2017;3625.0400390625
17/09/2017;3582.8798828125
18/09/2017;4065.199951171875
19/09/2017;3924.969970703125
20/09/2017;3905.949951171875
21/09/2017;3631.0400390625
22/09/2017;3630.699951171875
23/09/2017;3792.39990234375
24/09/2017;3682.840087890625
25/09/2017;3926.070068359375
26/09/2017;3892.35009765625
27/09/2017;4200.669921875
28/09/2017;4174.72998046875
29/09/2017;4163.06982421875
30/09/2017;4338.7099609375
01/10/2017;4403.740234375
02/10/2017;4409.31982421875
03/10/2017;4317.47998046875
04/10/2017;4229.35986328125
05/10/2017;4328.41015625
06/10/2017;4370.81005859375
07/10/2017;4426.89013671875
08/10/2017;4610.47998046875
09/10/2017;4772.02001953125
10/10/2017;4781.990234375
11/10/2017;4826.47998046875
12/10/2017;5446.91015625
13/10/2017;5647.2099609375
14/10/2017;5831.7900390625
15/10/2017;5678.18994140625
16/10/2017;5725.58984375
17/10/2017;5605.509765625
18/10/2017;5590.68994140625
19/10/2017;5708.52001953125
20/10/2017;6011.4501953125
21/10/2017;6031.60009765625
22/10/2017;6008.419921875
23/10/2017;5930.31982421875
24/10/2017;5526.64013671875
25/10/2017;5750.7998046875
26/10/2017;5904.830078125
27/10/2017;5780.89990234375
28/10/2017;5753.08984375
29/10/2017;6153.85009765625
30/10/2017;6130.52978515625
31/10/2017;6468.39990234375
01/11/2017;6767.31005859375
02/11/2017;7078.5
03/11/2017;7207.759765625
04/11/2017;7379.9501953125
05/11/2017;7407.41015625
06/11/2017;7022.759765625
07/11/2017;7144.3798828125
08/11/2017;7459.68994140625
09/11/2017;7143.580078125
10/11/2017;6618.14013671875
11/11/2017;6357.60009765625
12/11/2017;5950.06982421875
13/11/2017;6559.490234375
14/11/2017;6635.75
15/11/2017;7315.5400390625
16/11/2017;7871.68994140625
17/11/2017;7708.990234375
18/11/2017;7790.14990234375
19/11/2017;8036.490234375
20/11/2017;8200.6396484375
21/11/2017;8071.259765625
22/11/2017;8253.5498046875
23/11/2017;8038.77001953125
24/11/2017;8253.6904296875
25/11/2017;8790.919921875
26/11/2017;9330.5498046875
27/11/2017;9818.349609375
28/11/2017;10058.7998046875
29/11/2017;9888.6103515625
30/11/2017;10233.599609375
01/12/2017;10975.599609375
02/12/2017;11074.599609375
03/12/2017;11323.2001953125
04/12/2017;11657.2001953125
05/12/2017;11916.7001953125
06/12/2017;14291.5
07/12/2017;17899.69921875
08/12/2017;16569.400390625
09/12/2017;15178.2001953125
10/12/2017;15455.400390625
11/12/2017;16936.80078125
12/12/2017;17415.400390625
13/12/2017;16408.19921875
14/12/2017;16564.0
15/12/2017;17706.900390625
16/12/2017;19497.400390625
17/12/2017;19140.80078125
18/12/2017;19114.19921875
19/12/2017;17776.69921875
20/12/2017;16624.599609375
21/12/2017;15802.900390625
22/12/2017;13831.7998046875
23/12/2017;14699.2001953125
24/12/2017;13925.7998046875
25/12/2017;14026.599609375
26/12/2017;16099.7998046875
27/12/2017;15838.5
28/12/2017;14606.5
29/12/2017;14656.2001953125
30/12/2017;12952.2001953125
31/12/2017;14156.400390625
01/01/2018;13657.2001953125
02/01/2018;14982.099609375
03/01/2018;15201.0
04/01/2018;15599.2001953125
05/01/2018;17429.5
06/01/2018;17527.0
07/01/2018;16477.599609375
08/01/2018;15170.099609375
09/01/2018;14595.400390625
10/01/2018;14973.2998046875
11/01/2018;13405.7998046875
12/01/2018;13980.599609375
13/01/2018;14360.2001953125
14/01/2018;13772.0
15/01/2018;13819.7998046875
16/01/2018;11490.5
17/01/2018;11188.599609375
18/01/2018;11474.900390625
19/01/2018;11607.400390625
20/01/2018;12899.2001953125
21/01/2018;11600.099609375
22/01/2018;10931.400390625
23/01/2018;10868.400390625
24/01/2018;11359.400390625
25/01/2018;11259.400390625
26/01/2018;11171.400390625
27/01/2018;11440.7001953125
28/01/2018;11786.2998046875
29/01/2018;11296.400390625
30/01/2018;10106.2998046875
31/01/2018;10221.099609375
01/02/2018;9170.5400390625
02/02/2018;8830.75
03/02/2018;9174.91015625
04/02/2018;8277.009765625
05/02/2018;6955.27001953125
06/02/2018;7754.0
07/02/2018;7621.2998046875
08/02/2018;8265.58984375
09/02/2018;8736.98046875
10/02/2018;8621.900390625
11/02/2018;8129.97021484375
12/02/2018;8926.5703125
13/02/2018;8598.3095703125
14/02/2018;9494.6298828125
15/02/2018;10166.400390625
16/02/2018;10233.900390625
17/02/2018;11112.7001953125
18/02/2018;10551.7998046875
19/02/2018;11225.2998046875
20/02/2018;11403.7001953125
21/02/2018;10690.400390625
22/02/2018;10005.0
23/02/2018;10301.099609375
24/02/2018;9813.0703125
25/02/2018;9664.73046875
26/02/2018;10366.7001953125
27/02/2018;10725.599609375
28/02/2018;10397.900390625
01/03/2018;10951.0
02/03/2018;11086.400390625
03/03/2018;11489.7001953125
04/03/2018;11512.599609375
05/03/2018;11573.2998046875
06/03/2018;10779.900390625
07/03/2018;9965.5703125
08/03/2018;9395.009765625
09/03/2018;9337.5498046875
10/03/2018;8866.0
11/03/2018;9578.6298828125
12/03/2018;9205.1201171875
13/03/2018;9194.849609375
14/03/2018;8269.8095703125
15/03/2018;8300.8603515625
16/03/2018;8338.349609375
17/03/2018;7916.8798828125
18/03/2018;8223.6796875
19/03/2018;8630.650390625
20/03/2018;8913.4697265625
21/03/2018;8929.2802734375
22/03/2018;8728.4697265625
23/03/2018;8879.6201171875
24/03/2018;8668.1201171875
25/03/2018;8495.7802734375
26/03/2018;8209.400390625
27/03/2018;7833.0400390625
28/03/2018;7954.47998046875
29/03/2018;7165.7001953125
30/03/2018;6890.52001953125
31/03/2018;6973.52978515625
01/04/2018;6844.22998046875
02/04/2018;7083.7998046875
03/04/2018;7456.10986328125
04/04/2018;6853.83984375
05/04/2018;6811.47021484375
06/04/2018;6636.31982421875
07/04/2018;6911.08984375
08/04/2018;7023.52001953125
09/04/2018;6770.72998046875
10/04/2018;6834.759765625
11/04/2018;6968.31982421875
12/04/2018;7889.25
13/04/2018;7895.9599609375
14/04/2018;7986.240234375
15/04/2018;8329.1103515625
16/04/2018;8058.669921875
17/04/2018;7902.08984375
18/04/2018;8163.419921875
19/04/2018;8294.3095703125
20/04/2018;8845.830078125
21/04/2018;8895.580078125
22/04/2018;8802.4599609375
23/04/2018;8930.8798828125
24/04/2018;9697.5
25/04/2018;8845.740234375
26/04/2018;9281.509765625
27/04/2018;8987.0498046875
28/04/2018;9348.48046875
29/04/2018;9419.080078125
30/04/2018;9240.5498046875
01/05/2018;9119.009765625
02/05/2018;9235.919921875
03/05/2018;9743.8603515625
04/05/2018;9700.759765625
05/05/2018;9858.150390625
06/05/2018;9654.7998046875
07/05/2018;9373.009765625
08/05/2018;9234.8203125
09/05/2018;9325.1796875
10/05/2018;9043.9404296875
11/05/2018;8441.490234375
12/05/2018;8504.8896484375
13/05/2018;8723.9404296875
14/05/2018;8716.7900390625
15/05/2018;8510.3798828125
16/05/2018;8368.830078125
17/05/2018;8094.31982421875
18/05/2018;8250.9697265625
19/05/2018;8247.1796875
20/05/2018;8513.25
21/05/2018;8418.990234375
22/05/2018;8041.77978515625
23/05/2018;7557.81982421875
24/05/2018;7587.33984375
25/05/2018;7480.14013671875
26/05/2018;7355.8798828125
27/05/2018;7368.22021484375
28/05/2018;7135.990234375
29/05/2018;7472.58984375
30/05/2018;7406.52001953125
31/05/2018;7494.169921875
01/06/2018;7541.4501953125
02/06/2018;7643.4501953125
03/06/2018;7720.25
04/06/2018;7514.47021484375
05/06/2018;7633.759765625
06/06/2018;7653.97998046875
07/06/2018;7678.240234375
08/06/2018;7624.919921875
09/06/2018;7531.97998046875
10/06/2018;6786.02001953125
11/06/2018;6906.919921875
12/06/2018;6582.35986328125
13/06/2018;6349.89990234375
14/06/2018;6675.35009765625
15/06/2018;6456.580078125
16/06/2018;6550.16015625
17/06/2018;6499.27001953125
18/06/2018;6734.81982421875
19/06/2018;6769.93994140625
20/06/2018;6776.5498046875
21/06/2018;6729.740234375
22/06/2018;6083.68994140625
23/06/2018;6162.47998046875
24/06/2018;6173.22998046875
25/06/2018;6249.18017578125
26/06/2018;6093.669921875
27/06/2018;6157.1298828125
28/06/2018;5903.43994140625
29/06/2018;6218.2998046875
30/06/2018;6404.0
01/07/2018;6385.81982421875
02/07/2018;6614.18017578125
03/07/2018;6529.58984375
04/07/2018;6597.5498046875
05/07/2018;6639.14013671875
06/07/2018;6673.5
07/07/2018;6856.93017578125
08/07/2018;6773.8798828125
09/07/2018;6741.75
10/07/2018;6329.9501953125
11/07/2018;6394.7099609375
12/07/2018;6228.81005859375
13/07/2018;6238.0498046875
14/07/2018;6276.1201171875
15/07/2018;6359.64013671875
16/07/2018;6741.75
17/07/2018;7321.0400390625
18/07/2018;7370.77978515625
19/07/2018;7466.85986328125
20/07/2018;7354.1298828125
21/07/2018;7419.2900390625
22/07/2018;7418.490234375
23/07/2018;7711.10986328125
24/07/2018;8424.26953125
25/07/2018;8181.39013671875
26/07/2018;7951.580078125
27/07/2018;8165.009765625
28/07/2018;8192.150390625
29/07/2018;8218.4599609375
30/07/2018;8180.47998046875
31/07/2018;7780.43994140625
01/08/2018;7624.91015625
02/08/2018;7567.14990234375
03/08/2018;7434.39013671875
04/08/2018;7032.85009765625
05/08/2018;7068.47998046875
06/08/2018;6951.7998046875
07/08/2018;6753.1201171875
08/08/2018;6305.7998046875
09/08/2018;6568.22998046875
10/08/2018;6184.7099609375
11/08/2018;6295.72998046875
12/08/2018;6322.68994140625
13/08/2018;6297.56982421875
14/08/2018;6199.7099609375
15/08/2018;6308.52001953125
16/08/2018;6334.72998046875
17/08/2018;6580.6298828125
18/08/2018;6423.759765625
19/08/2018;6506.06982421875
20/08/2018;6308.52978515625
21/08/2018;6488.759765625
22/08/2018;6376.7099609375
23/08/2018;6534.8798828125
24/08/2018;6719.9599609375
25/08/2018;6763.18994140625
26/08/2018;6707.259765625
27/08/2018;6884.64013671875
28/08/2018;7096.27978515625
29/08/2018;7047.16015625
30/08/2018;6978.22998046875
31/08/2018;7037.580078125
01/09/2018;7193.25
02/09/2018;7272.72021484375
03/09/2018;7260.06005859375
04/09/2018;7361.66015625
05/09/2018;6792.830078125
06/09/2018;6529.169921875
07/09/2018;6467.06982421875
08/09/2018;6225.97998046875
09/09/2018;6300.85986328125
10/09/2018;6329.7001953125
11/09/2018;6321.2001953125
12/09/2018;6351.7998046875
13/09/2018;6517.31005859375
14/09/2018;6512.7099609375
15/09/2018;6543.2001953125
16/09/2018;6517.18017578125
17/09/2018;6281.2001953125
18/09/2018;6371.2998046875
19/09/2018;6398.5400390625
20/09/2018;6519.669921875
21/09/2018;6734.9501953125
22/09/2018;6721.97998046875
23/09/2018;6710.6298828125
24/09/2018;6595.41015625
25/09/2018;6446.47021484375
26/09/2018;6495.0
27/09/2018;6676.75
28/09/2018;6644.1298828125
29/09/2018;6601.9599609375
30/09/2018;6625.56005859375
01/10/2018;6589.6201171875
02/10/2018;6556.10009765625
03/10/2018;6502.58984375
04/10/2018;6576.68994140625
05/10/2018;6622.47998046875
06/10/2018;6588.31005859375
07/10/2018;6602.9501953125
08/10/2018;6652.22998046875
09/10/2018;6642.64013671875
10/10/2018;6585.52978515625
11/10/2018;6256.240234375
12/10/2018;6274.580078125
13/10/2018;6285.990234375
14/10/2018;6290.93017578125
15/10/2018;6596.5400390625
16/10/2018;6596.10986328125
17/10/2018;6544.43017578125
18/10/2018;6476.7099609375
19/10/2018;6465.41015625
20/10/2018;6489.18994140625
21/10/2018;6482.35009765625
22/10/2018;6487.16015625
23/10/2018;6475.740234375
24/10/2018;6495.83984375
25/10/2018;6476.2900390625
26/10/2018;6474.75
27/10/2018;6480.3798828125
28/10/2018;6486.39013671875
29/10/2018;6332.6298828125
30/10/2018;6334.27001953125
31/10/2018;6317.60986328125
01/11/2018;6377.77978515625
02/11/2018;6388.43994140625
03/11/2018;6361.259765625
04/11/2018;6376.1298828125
05/11/2018;6419.66015625
06/11/2018;6461.009765625
07/11/2018;6530.14013671875
08/11/2018;6453.72021484375
09/11/2018;6385.6201171875
10/11/2018;6409.22021484375
11/11/2018;6411.27001953125
12/11/2018;6371.27001953125
13/11/2018;6359.490234375
14/11/2018;5738.35009765625
15/11/2018;5648.02978515625
16/11/2018;5575.5498046875
17/11/2018;5554.330078125
18/11/2018;5623.5400390625
19/11/2018;4871.490234375
20/11/2018;4451.8701171875
21/11/2018;4602.169921875
22/11/2018;4365.93994140625
23/11/2018;4347.10986328125
24/11/2018;3880.760009765625
25/11/2018;4009.969970703125
26/11/2018;3779.1298828125
27/11/2018;3820.719970703125
28/11/2018;4257.419921875
29/11/2018;4278.8466796875
30/11/2018;4017.2685546875
01/12/2018;4214.671875
02/12/2018;4139.8779296875
03/12/2018;3894.130859375
04/12/2018;3956.893798828125
05/12/2018;3753.994873046875
06/12/2018;3521.101806640625
07/12/2018;3419.937255859375
08/12/2018;3476.11474609375
09/12/2018;3614.234375
10/12/2018;3502.656005859375
11/12/2018;3424.588134765625
12/12/2018;3486.9501953125
13/12/2018;3313.67724609375
14/12/2018;3242.48486328125
15/12/2018;3236.76171875
16/12/2018;3252.839111328125
17/12/2018;3545.86474609375
18/12/2018;3696.05908203125
19/12/2018;3745.95068359375
20/12/2018;4134.44140625
21/12/2018;3896.543701171875
22/12/2018;4014.1826171875
23/12/2018;3998.980224609375
24/12/2018;4078.59912109375
25/12/2018;3815.49072265625
26/12/2018;3857.297607421875
27/12/2018;3654.83349609375
28/12/2018;3923.918701171875
29/12/2018;3820.40869140625
30/12/2018;3865.95263671875
31/12/2018;3742.700439453125
01/01/2019;3843.52001953125
02/01/2019;3943.409423828125
03/01/2019;3836.7412109375
04/01/2019;3857.717529296875
05/01/2019;3845.194580078125
06/01/2019;4076.632568359375
07/01/2019;4025.248291015625
08/01/2019;4030.847900390625
09/01/2019;4035.29638671875
10/01/2019;3678.924560546875
11/01/2019;3687.365478515625
12/01/2019;3661.301025390625
13/01/2019;3552.953125
14/01/2019;3706.05224609375
15/01/2019;3630.67529296875
16/01/2019;3655.0068359375
17/01/2019;3678.56396484375
18/01/2019;3657.83935546875
19/01/2019;3728.568359375
20/01/2019;3601.013671875
21/01/2019;3576.032470703125
22/01/2019;3604.5771484375
23/01/2019;3585.123046875
24/01/2019;3600.865478515625
25/01/2019;3599.765869140625
26/01/2019;3602.46044921875
27/01/2019;3583.9658203125
28/01/2019;3470.450439453125
29/01/2019;3448.116943359375
30/01/2019;3486.181640625
31/01/2019;3457.792724609375
01/02/2019;3487.9453125
02/02/2019;3521.060791015625
03/02/2019;3464.013427734375
04/02/2019;3459.154052734375
05/02/2019;3466.357421875
06/02/2019;3413.767822265625
07/02/2019;3399.4716796875
08/02/2019;3666.7802734375
09/02/2019;3671.20361328125
10/02/2019;3690.188232421875
11/02/2019;3648.4306640625
12/02/2019;3653.528564453125
13/02/2019;3632.070556640625
14/02/2019;3616.880859375
15/02/2019;3620.810791015625
16/02/2019;3629.78759765625
17/02/2019;3673.836181640625
18/02/2019;3915.71435546875
19/02/2019;3947.094482421875
20/02/2019;3999.820556640625
21/02/2019;3954.1181640625
22/02/2019;4005.526611328125
23/02/2019;4142.52685546875
24/02/2019;3810.427490234375
25/02/2019;3882.6962890625
26/02/2019;3854.35791015625
27/02/2019;3851.04736328125
28/02/2019;3854.785400390625
01/03/2019;3859.583740234375
02/03/2019;3864.4150390625
03/03/2019;3847.17578125
04/03/2019;3761.55712890625
05/03/2019;3896.375
06/03/2019;3903.942626953125
07/03/2019;3911.484375
08/03/2019;3901.131591796875
09/03/2019;3963.313720703125
10/03/2019;3951.599853515625
11/03/2019;3905.227294921875
12/03/2019;3909.15625
13/03/2019;3906.71728515625
14/03/2019;3924.369140625
15/03/2019;3960.9111328125
16/03/2019;4048.725830078125
17/03/2019;4025.22900390625
18/03/2019;4032.50732421875
19/03/2019;4071.190185546875
20/03/2019;4087.476318359375
21/03/2019;4029.326904296875
22/03/2019;4023.96826171875
23/03/2019;4035.826416015625
24/03/2019;4022.168212890625
25/03/2019;3963.070556640625
26/03/2019;3985.080810546875
27/03/2019;4087.066162109375
28/03/2019;4069.107177734375
29/03/2019;4098.37451171875
30/03/2019;4106.66015625
31/03/2019;4105.404296875
01/04/2019;4158.18310546875
02/04/2019;4879.8779296875
03/04/2019;4973.02197265625
04/04/2019;4922.798828125
05/04/2019;5036.68115234375
06/04/2019;5059.8173828125
07/04/2019;5198.89697265625
08/04/2019;5289.77099609375
09/04/2019;5204.95849609375
10/04/2019;5324.5517578125
11/04/2019;5064.48779296875
12/04/2019;5089.5390625
13/04/2019;5096.58642578125
14/04/2019;5167.72216796875
15/04/2019;5067.1083984375
16/04/2019;5235.5595703125
17/04/2019;5251.93798828125
18/04/2019;5298.3857421875
19/04/2019;5303.8125
20/04/2019;5337.88623046875
21/04/2019;5314.53125
22/04/2019;5399.365234375
23/04/2019;5572.3623046875
24/04/2019;5464.86669921875
25/04/2019;5210.515625
26/04/2019;5279.34814453125
27/04/2019;5268.291015625
28/04/2019;5285.13916015625
29/04/2019;5247.3525390625
30/04/2019;5350.7265625
01/05/2019;5402.697265625
02/05/2019;5505.28369140625
03/05/2019;5768.28955078125
04/05/2019;5831.16748046875
05/05/2019;5795.70849609375
06/05/2019;5746.80712890625
07/05/2019;5829.50146484375
08/05/2019;5982.45751953125
09/05/2019;6174.52880859375
10/05/2019;6378.84912109375
11/05/2019;7204.771484375
12/05/2019;6972.37158203125
13/05/2019;7814.9150390625
14/05/2019;7994.416015625
15/05/2019;8205.16796875
16/05/2019;7884.9091796875
17/05/2019;7343.8955078125
18/05/2019;7271.2080078125
19/05/2019;8197.689453125
20/05/2019;7978.30908203125
21/05/2019;7963.32763671875
22/05/2019;7680.06640625
23/05/2019;7881.8466796875
24/05/2019;7987.37158203125
25/05/2019;8052.5439453125
26/05/2019;8673.2158203125
27/05/2019;8805.7783203125
28/05/2019;8719.9619140625
29/05/2019;8659.4873046875
30/05/2019;8319.47265625
31/05/2019;8574.501953125
01/06/2019;8564.0166015625
02/06/2019;8742.9580078125
03/06/2019;8208.9951171875
04/06/2019;7707.77099609375
05/06/2019;7824.2314453125
06/06/2019;7822.0234375
07/06/2019;8043.951171875
08/06/2019;7954.1279296875
09/06/2019;7688.0771484375
10/06/2019;8000.32958984375
11/06/2019;7927.71435546875
12/06/2019;8145.857421875
13/06/2019;8230.923828125
14/06/2019;8693.8330078125
15/06/2019;8838.375
16/06/2019;8994.48828125
17/06/2019;9320.3525390625
18/06/2019;9081.7626953125
19/06/2019;9273.521484375
20/06/2019;9527.16015625
21/06/2019;10144.556640625
22/06/2019;10701.69140625
23/06/2019;10855.37109375
24/06/2019;11011.1025390625
25/06/2019;11790.9169921875
26/06/2019;13016.2314453125
27/06/2019;11182.806640625
28/06/2019;12407.33203125
29/06/2019;11959.37109375
30/06/2019;10817.1552734375
01/07/2019;10583.134765625
02/07/2019;10801.677734375
03/07/2019;11961.26953125
04/07/2019;11215.4375
05/07/2019;10978.4599609375
06/07/2019;11208.55078125
07/07/2019;11450.8466796875
08/07/2019;12285.9580078125
09/07/2019;12573.8125
10/07/2019;12156.5126953125
11/07/2019;11358.662109375
12/07/2019;11815.986328125
13/07/2019;11392.37890625
14/07/2019;10256.05859375
15/07/2019;10895.08984375
16/07/2019;9477.6416015625
17/07/2019;9693.802734375
18/07/2019;10666.482421875
19/07/2019;10530.732421875
20/07/2019;10767.1396484375
21/07/2019;10599.10546875
22/07/2019;10343.1064453125
23/07/2019;9900.767578125
24/07/2019;9811.92578125
25/07/2019;9911.841796875
26/07/2019;9870.3037109375
27/07/2019;9477.677734375
28/07/2019;9552.8603515625
29/07/2019;9519.1455078125
30/07/2019;9607.423828125
31/07/2019;10085.6279296875
01/08/2019;10399.6689453125
02/08/2019;10518.1748046875
03/08/2019;10821.7265625
04/08/2019;10970.1845703125
05/08/2019;11805.6533203125
06/08/2019;11478.1689453125
07/08/2019;11941.96875
08/08/2019;11966.4072265625
09/08/2019;11862.9365234375
10/08/2019;11354.0244140625
11/08/2019;11523.5791015625
12/08/2019;11382.6162109375
13/08/2019;10895.830078125
14/08/2019;10051.7041015625
15/08/2019;10311.5458984375
16/08/2019;10374.3388671875
17/08/2019;10231.744140625
18/08/2019;10345.810546875
19/08/2019;10916.0537109375
20/08/2019;10763.232421875
21/08/2019;10138.0498046875
22/08/2019;10131.0556640625
23/08/2019;10407.96484375
24/08/2019;10159.9609375
25/08/2019;10138.517578125
26/08/2019;10370.8203125
27/08/2019;10185.5
28/08/2019;9754.4228515625
29/08/2019;9510.2001953125
30/08/2019;9598.173828125
31/08/2019;9630.6640625
01/09/2019;9757.970703125
02/09/2019;10346.7607421875
03/09/2019;10623.5400390625
04/09/2019;10594.4931640625
05/09/2019;10575.533203125
06/09/2019;10353.302734375
07/09/2019;10517.2548828125
08/09/2019;10441.2763671875
09/09/2019;10334.974609375
10/09/2019;10115.9755859375
11/09/2019;10178.3720703125
12/09/2019;10410.126953125
13/09/2019;10360.546875
14/09/2019;10358.048828125
15/09/2019;10347.712890625
16/09/2019;10276.7939453125
17/09/2019;10241.2724609375
18/09/2019;10198.248046875
19/09/2019;10266.4150390625
20/09/2019;10181.6416015625
21/09/2019;10019.716796875
22/09/2019;10070.392578125
23/09/2019;9729.32421875
24/09/2019;8620.56640625
25/09/2019;8486.9931640625
26/09/2019;8118.9677734375
27/09/2019;8251.845703125
28/09/2019;8245.9150390625
29/09/2019;8104.185546875
30/09/2019;8293.8681640625
01/10/2019;8343.2763671875
02/10/2019;8393.0419921875
03/10/2019;8259.9921875
04/10/2019;8205.939453125
05/10/2019;8151.50048828125
06/10/2019;7988.15576171875
07/10/2019;8245.623046875
08/10/2019;8228.783203125
09/10/2019;8595.740234375
10/10/2019;8586.4736328125
11/10/2019;8321.7568359375
12/10/2019;8336.5556640625
13/10/2019;8321.005859375
14/10/2019;8374.6865234375
15/10/2019;8205.369140625
16/10/2019;8047.52685546875
17/10/2019;8103.9111328125
18/10/2019;7973.20751953125
19/10/2019;7988.560546875
20/10/2019;8222.078125
21/10/2019;8243.720703125
22/10/2019;8078.203125
23/10/2019;7514.671875
24/10/2019;7493.48876953125
25/10/2019;8660.7001953125
26/10/2019;9244.97265625
27/10/2019;9551.71484375
28/10/2019;9256.1484375
29/10/2019;9427.6875
30/10/2019;9205.7265625
31/10/2019;9199.5849609375
01/11/2019;9261.1044921875
02/11/2019;9324.7177734375
03/11/2019;9235.3544921875
04/11/2019;9412.6123046875
05/11/2019;9342.52734375
06/11/2019;9360.8798828125
07/11/2019;9267.5615234375
08/11/2019;8804.880859375
09/11/2019;8813.58203125
10/11/2019;9055.5263671875
11/11/2019;8757.7880859375
12/11/2019;8815.662109375
13/11/2019;8808.2626953125
14/11/2019;8708.0947265625
15/11/2019;8491.9921875
16/11/2019;8550.7607421875
17/11/2019;8577.9755859375
18/11/2019;8309.2861328125
19/11/2019;8206.1455078125
20/11/2019;8027.26806640625
21/11/2019;7642.75
22/11/2019;7296.57763671875
23/11/2019;7397.796875
24/11/2019;7047.9169921875
25/11/2019;7146.1337890625
26/11/2019;7218.37109375
27/11/2019;7531.66357421875
28/11/2019;7463.10595703125
29/11/2019;7761.24365234375
30/11/2019;7569.6298828125
01/12/2019;7424.29248046875
02/12/2019;7321.98828125
03/12/2019;7320.1455078125
04/12/2019;7252.03466796875
05/12/2019;7448.3076171875
06/12/2019;7546.99658203125
07/12/2019;7556.23779296875
08/12/2019;7564.34521484375
09/12/2019;7400.8994140625
10/12/2019;7278.11962890625
11/12/2019;7217.42724609375
12/12/2019;7243.13427734375
13/12/2019;7269.6845703125
14/12/2019;7124.673828125
15/12/2019;7152.3017578125
16/12/2019;6932.48046875
17/12/2019;6640.51513671875
18/12/2019;7276.802734375
19/12/2019;7202.84423828125
20/12/2019;7218.81640625
21/12/2019;7191.15869140625
22/12/2019;7511.5888671875
23/12/2019;7355.62841796875
24/12/2019;7322.5322265625
25/12/2019;7275.15576171875
26/12/2019;7238.966796875
27/12/2019;7290.08837890625
28/12/2019;7317.990234375
29/12/2019;7422.65283203125
30/12/2019;7292.9951171875
31/12/2019;7193.59912109375
01/01/2020;7200.17431640625
02/01/2020;6985.47021484375
03/01/2020;7344.88427734375
04/01/2020;7410.65673828125
05/01/2020;7411.3173828125
06/01/2020;7769.21923828125
07/01/2020;8163.6923828125
08/01/2020;8079.86279296875
09/01/2020;7879.0712890625
10/01/2020;8166.55419921875
11/01/2020;8037.53759765625
12/01/2020;8192.494140625
13/01/2020;8144.1943359375
14/01/2020;8827.7646484375
15/01/2020;8807.0107421875
16/01/2020;8723.7861328125
17/01/2020;8929.0380859375
18/01/2020;8942.80859375
19/01/2020;8706.2451171875
20/01/2020;8657.642578125
21/01/2020;8745.89453125
22/01/2020;8680.8759765625
23/01/2020;8406.515625
24/01/2020;8445.4345703125
25/01/2020;8367.84765625
26/01/2020;8596.830078125
27/01/2020;8909.8193359375
28/01/2020;9358.58984375
29/01/2020;9316.6298828125
30/01/2020;9508.9931640625
31/01/2020;9350.529296875
01/02/2020;9392.875
02/02/2020;9344.365234375
03/02/2020;9293.521484375
04/02/2020;9180.962890625
05/02/2020;9613.423828125
06/02/2020;9729.8017578125
07/02/2020;9795.943359375
08/02/2020;9865.119140625
09/02/2020;10116.673828125
10/02/2020;9856.611328125
11/02/2020;10208.236328125
12/02/2020;10326.0546875
13/02/2020;10214.3798828125
14/02/2020;10312.1162109375
15/02/2020;9889.4248046875
16/02/2020;9934.43359375
17/02/2020;9690.142578125
18/02/2020;10141.99609375
19/02/2020;9633.38671875
20/02/2020;9608.4755859375
21/02/2020;9686.44140625
22/02/2020;9663.181640625
23/02/2020;9924.515625
24/02/2020;9650.1748046875
25/02/2020;9341.705078125
26/02/2020;8820.5224609375
27/02/2020;8784.494140625
28/02/2020;8672.455078125
29/02/2020;8599.5087890625
01/03/2020;8562.4541015625
02/03/2020;8869.669921875
03/03/2020;8787.7861328125
04/03/2020;8755.24609375
05/03/2020;9078.7626953125
06/03/2020;9122.5458984375
07/03/2020;8909.9541015625
08/03/2020;8108.1162109375
09/03/2020;7923.64453125
10/03/2020;7909.7294921875
11/03/2020;7911.43017578125
12/03/2020;4970.7880859375
13/03/2020;5563.70703125
